,post_id,date,post_text
3315,40541,2025-03-06,"🇷🇺 Ведущие ученые в области материаловедения представили свои исследования в Москве

В Сколковском институте науки и технологий обсудили перспективы открытия новых химических элементов и их применение. Ведущие ученые из стран БРИКС представили доклады о современных исследованиях. Особое внимание уделили важности международного сотрудничества в развитии науки.

Какие страны БРИКС активно участвуют в исследованиях новых химических элементов? Почему международное сотрудничество необходимо для развития материаловедения?

▶️ Смотрите в сюжете."
3316,40540,2025-03-06,"🇷🇺🇲🇺 Преподаватели ГИТИСа провели мастер-классы для будущих актеров на Маврикии

Педагоги Российского института театрального искусства – ГИТИС, партнера сети TV BRICS, отправились в столицу Маврикия, Порт-Луи, чтобы провести серию мастер-классов по актерскому мастерству, сценической речи и сцендвижению.

🎭 Участниками интенсивного обучения стали студенты, начинающие актеры и преподаватели, стремящиеся углубить свои знания в области театрального искусства.

Инициатором этого образовательного проекта выступило посольство РФ в Республике Маврикий при личной поддержке российского посла Ирады Зейналовой. Занятия проходили в Центре искусств. ГИТИС впервые проводил мастер-классы в этом государстве и планирует продолжить свою работу здесь."
3317,40539,2025-03-06,"Премьер-министр Индии Нарендра Моди официально открыл центр спасения и реабилитации животных Вантара. Это уникальный заповедник и исследовательский центр, который предоставляет безопасную среду для животных и поддерживает экологическую устойчивость. Премьер-министр также поблагодарил Ананта Амбани и всю его команду за столь сострадательные усилия.

Заповедник располагается в штате Гуджарат и является домом для более 150 тысяч животных.

Видео: Посольство Индии в Москве"
3318,40538,2025-03-06,"🇮🇷 Иранские специалисты создали повязку для ран, которая содержит биоразлагаемые полимеры и нанокуркумин. Она не только ускоряет заживление, но и предотвращает образование рубцов, а также обладает антибактериальными и противовоспалительными свойствами.

Повязка предназначена для лечения поверхностных ран, ожогов первой и второй степени."
3319,40537,2025-03-06,"🇿🇦 Экспорт сельскохозяйственной продукции из ЮАР вырос до рекордных 13,7 млрд долларов США (более 1,2 трлн рублей) в 2024 году, что на 3 процента больше по сравнению с предыдущим годом.

Среди основных экспортируемых товаров – цитрусовые, виноград, вина, финики, авокадо, ананасы, фруктовые соки, яблоки, груши, ягоды, абрикосы, вишня, орехи и шерсть."
3320,40532,2025-03-05,"🇷🇺🇲🇲 В Москве прошел Мьянманско-Российский деловой форум. На мероприятии представили инновационные решения для рынков обеих стран.

🤝 Как заявил в приветственном слове союзный министр инвестиций Мьянмы Кан Зо, власти республики рассчитывают, что Россия станет крупнейшим инвестиционным и торговым партнером государства.

В свою очередь, министр экономического развития России Максим Решетников подчеркнул важность реализуемых российско-мьянманских проектов.

 Генеральный секретарь ФТПП Мьянмы Кхайн Кхайн Нвэ на форуме отметила, что за пять лет экспорт республики в РФ вырос почти в 10 раз. По ее словам, это свидетельствует о значительном потенциале для дальнейшего роста торговли.

С заключительным словом выступил премьер-министр Мьянмы Мин Аун Хлайн. Он заявил, что на прошедших переговорах с президентом России Владимиром Путиным был рассмотрен ряд вопросов экономического сотрудничества между странами.

Подробнее в нашем материале"
3321,40530,2025-03-05,"🇪🇬 Премьер-министр Египта Мустафа Мадбули провел совещание по проекту производства зеленого водорода и аммиака на побережье Суэцкого залива.

Это часть инициативы «Альянс зеленого топлива», проект направлен на расширение производства экологически чистого топлива и снижение выбросов углерода. По словам Мадбули, эта инициатива является важным шагом на пути к преобразованию Египта в региональный центр устойчивой энергетики."
3322,40529,2025-03-05,"Место, в которое не ведет ни одна дорога! 🚆 

Почему до Камчатки можно добраться только по воздуху или морю? ✈

🌋 Гигантские вулканы, непроходимые леса и отделяющие полуостров моря сделали этот край одним из самых изолированных в России. Но именно благодаря этому здесь сохранилась первозданная природа, которую стоит увидеть хотя бы раз в жизни.

Что скрывает этот уникальный уголок планеты? Смотрите в #BRICSview!"
3323,40528,2025-03-05,"〽️🎙 Алексей Юрьевич Дедов – Чрезвычайный и Полномочный Посол Российской Федерации в Исламской Республике Иран. Окончил Московский государственный институт международных отношений в 1982 году, с тех пор находится на дипломатической службе. Работал на различных должностях в центральном аппарате МИД России и за рубежом.

В эксклюзивном интервью TV BRICS дипломат рассказал о сотрудничестве России и Ирана в сфере торговли, культуры и туризма.

📌 Как можно оценить текущее состояние двусторонней торговли между Россией и Ираном?

📌 Как получение Ираном статуса наблюдателя при ЕАЭС и вступление в силу соглашения о свободной торговле упростят торговые отношения республики со странами союза?

📌 Как Договор о всеобъемлющем стратегическом партнерстве, подписанный президентами России и Ирана, может повлиять на сотрудничество в сферах культуры, науки и образования?

📌 Какую роль играет #БРИКС в укреплении российско-иранских отношений?

Ответы на эти и другие вопросы – на сайте TV BRICS."
3324,40527,2025-03-05,"Общество изучения традиционного тайцзицюань возглавил губернатор Ивановской Области Станислав Воскресенский

Общество создано в целях развития диалога и консолидации российских и зарубежных последователей знаменитого китайского боевого искусства тайцзицюань, набирающего популярность в России. Основную свою задачу Общество видит в развитии и распространении древнего боевого искусства в России.

Общество будет работать на базе Института Китая и современной Азии РАН, ведущего научно-аналитического центра по изучению стран и культур Азии в России, где также создана Лаборатория исследования традиционного тайцзицюань, которую возглавил известный китаевед Андрей Милянюк.

«Сейчас время активного взаимодействия с Китаем во всех областях. Пришла пора объединить усилия всех профессионалов в сфере китайских боевых искусств ушу, особенно тайцзицюань, как в сфере научного изучения, так и в области практики», – заявил директор Института Китая и современной Азии РАН Кирилл Бабаев.

Членами правления Общества стали Александр Пиковер, Денис Палецкий и Артем Марченко. Ответственным секретарем Общества избран Дмитрий Петровский.

⛓ Подробнее читайте на сайте ИКСА РАН.

#новости_икса

Источник: Институт Китая и современной Азии РАН"
3325,40526,2025-03-05,"🇮🇷🌎 Наблюдательный совет Ирана 2 марта одобрил соглашение о создании зоны свободной торговли (ЗСТ) между Евразийским экономическим союзом (ЕАЭС) и исламской республикой, поэтому его реализация начнется в самое ближайшее время. Об этом заявил посол России в Тегеране Алексей Дедов в эксклюзивном интервью TV BRICS.

Говоря о торговом сотрудничестве между Россией и Ираном, дипломат отметил, что страны уже практически полностью перешли на взаиморасчеты в национальных валютах с использованием собственных систем передачи финансовых и банковских сообщений.

Он подчеркнул, что в России начался прием карт иранской платежной системы Shetab, а в обозримом будущем ожидается запуск работы российских карт «Мир» в Иране."
3326,40525,2025-03-05,"🇮🇳 Садья – традиционная трапеза индийского штата Керала

Садья – это целый набор разнообразных ингредиентов на банановом листе. Изначально садью готовили для одного из индуистских праздников, но сегодня своеобразное блюдо превратилась в местную достопримечательность, привлекающую туристов в юго-западный регион.

▶️ Подробности – в сюжете ANI, партнера сети TV BRICS."
3327,40524,2025-03-05,"🤓 ЕАЭС – студентам: сотрудничество в области энергетики

🤝 Состоялась встреча члена Коллегии по энергетике и инфраструктуре ЕЭК Арзыбека Кожошева и ректора НИУ МЭИ Николая Рогалева.

☝️В ходе мероприятия стороны обсудили возможность создания отраслевых евразийских технологических платформ, подготовку кадров для энергетической отрасли в рамках Евразийского сетевого университета, а также формирование эффективной системы научных исследований.

💬 «Организация подготовки квалифицированных кадров в сетевой форме, в том числе с использованием дистанционных образовательных технологий, полностью соответствует существующим и перспективным потребностям рынка труда Евразийского экономического союза», – отметил Арзыбек Кожошев.

📷: фонд Росконгресс

#ЕАЭС
#молодежи
#энергетика

Источник: Рассказываем о ЕАЭС"
3328,40523,2025-03-05,"🇨🇳 Исследователи из Шэньчжэньского института передовых технологий при Китайской академии наук добились прорыва в бактериальной терапии рака. Они разработали ослабленный штамм бактерий Designer Bacteria 1 (DB1), который способен выживать и размножаться только в опухолевых тканях.

Этот штамм эффективно уничтожает раковые клетки и при этом безопасно выводится из здоровых тканей.

Метод успешно протестировали на животных, подтвердив его способность подавлять рост опухолей, а также предотвращать рецидивы и метастазирование."
3329,40521,2025-03-04,"🇷🇺🇲🇲 В Москве 4 марта прошли переговоры президента России Владимира Путина и председателя Государственного административного совета, премьер-министра Мьянмы Мин Аун Хлайна.

📑 По итогам встречи стороны подписали соглашения о взаимном признании образования, квалификации и ученых степеней, о принципах сотрудничества в строительстве АЭС малой мощности в Мьянме, о поощрении и защите инвестиций, а также ряд других документов.

Россия рассматривает Мьянму как перспективного партнера в сфере экспорта энергоносителей, удобрений, медикаментов и автомобилей, а также заинтересована в импорте местной продукции. https://oml.pw/1ilh7vvrf"
3330,40520,2025-03-04,"🎬 «ДОСТОЕВСКИЙ МЕЖКОНТИНЕНТАЛЬНЫЙ»

Фильм объединенной редакции TV BRICS призван показать актуальность фигуры классика, его творчества и философского наследия для международного сообщества, а также обратить внимание зрителей на национальные акценты интерпретации его философии в Индии, Бразилии, ЮАР, Китае и России.

«Достоевский межконтинентальный» уже собрал целую серию международных наград. Оцените и вы актуальность фигуры классика, его творчества и философского наследия для всего мира!

⏱️ Смотрите сегодня в 21:00"
3331,40518,2025-03-04,"🇪🇹 По словам министра планирования и развития Эфиопии Фицум Ассефы Аделы, страна активно использует возобновляемые источники энергии, внедряет инициативы по сохранению водных ресурсов и проекты зеленой инфраструктуры.

Министр подчеркнула, что почти 100% электроэнергии в Эфиопии вырабатывается из возобновляемых источников, при этом ключевую роль играет гидроэнергетика. Глава ведомства отметила важность государственных проектов, направленных на  электрификацию, особенно в сельской местности."
3332,40517,2025-03-04,"🇮🇷🌎 В Тегеране состоялась международная выставка EURASIA EXPO-2025, проходившая в Центральном выставочном комплексе столицы Ирана.

В этом году в мероприятии приняли участие свыше 100 компаний из Ирана, а также компании и торговые делегации из России, Белоруссии, Казахстана, Кыргызстана, Китая и Армении.

В ходе мероприятия состоялось десять панельных заседаний по широкому спектру направлений, включая развитие банковской сферы, совершенствование транспортных систем."
3333,40516,2025-03-04,"Дмитрий Чернышенко: Представители 185 стран приняли участие в олимпиаде ассоциации «Глобальные университеты» для поступления в вузы РФ

Объявление победителей по трекам аспирантуры и постдоков подвело итог VIII Международной олимпиады ассоциации «Глобальные университеты».

📍Вице-премьер Дмитрий Чернышенко отметил, что эта олимпиада способствует достижению одного из показателей национального проекта «Молодежь и дети» – увеличению количества иностранных студентов к 2030 году до 500 тыс.

«В 2024 году в ней приняли участие порядка 150 тыс. человек из 185 стран, что более чем в 2 раза превысило результаты предыдущего года. Победители олимпиады получат право обучаться в России на местах в рамках квоты правительства Российской Федерации для иностранных граждан», – сообщил вице-премьер.

👨🏼‍🔬Как отметил глава Минобрнауки Валерий Фальков, особенностью отбора 2024 года стал запуск трека постдоков, который направлен на привлечение к работе в научных проектах российских университетов молодых иностранных ученых.

«Мы видим, что тренд на академическую мобильность остается устойчивым во всем мире, растет количество иностранных студентов в России. И одним из успешных инструментов этой работы является проведение таких масштабных мероприятий, как международная олимпиада», – сказал министр.

🎓Также впервые стартовал трек для студентов бакалавриата.

📕Международная олимпиада проводится по 14 широким предметным профилям. Организаторами выступают 24 российских университета – члена ассоциации «Глобальные университеты».

Автор: Правительство России"
3334,40513,2025-03-04,"🇻🇳 В Ханое построят три моста через реку Хонгха

Подробный инвестиционный план был представлен на рассмотрение Народного совета Ханоя. Предполагается, что к мостам также будут прилегать автомобильные дороги. В настоящее время в столице Вьетнама возведено уже 5 мостов через реку Хонгха.

Подробности – в сюжете VNA, партнера сети TV BRICS."
3335,40512,2025-03-04,"🇮🇩🌾 С января по апрель 2025 года производство риса в Индонезии может достичь 13,95 миллиона тонн, что на 25,99% больше по сравнению с аналогичным периодом прошлого года.

Глава Центрального статистического управления Индонезии Амалия Адининггар Видьясанти отметила, что этот показатель станет самым высоким за последние семь лет."
3336,40511,2025-03-04,"🇨🇳 В китайской провинции Шаньдун робот-собака инспектирует овощные теплицы

В городе Шоугуан (провинция Шаньдун, Восточный Китай) в агротехнологическом центре внедрили робота-собаку для мониторинга овощных теплиц.

Робот оснащен камерами и датчиками, с помощью которых он собирает данные о состоянии растений. Полученную информацию анализируют специалисты, оценивая скорость роста овощных культур и выявляя возможные признаки заболеваний или появления вредителей. ИИ помогает разрабатывать рекомендации по уходу за растениями, что позволяет повысить эффективность их защиты и увеличить урожайность.

📷 Фото: «Жэньмин Жибао»"
3337,40510,2025-03-04,"🇷🇺 Весна пришла в Россию: в стране отметили Масленицу

Приход весны – Масленицу – с широким размахом отметили в подмосковном музее-заповеднике «Горки Ленинские». Торжество посетили около 7 тысяч человек. Гости познакомились с обычаями древних славян. Кульминацией гуляний стало сожжение соломенного чучела.

Какие традиции и символы Масленицы существуют до сих пор? Чем российский праздник прихода весны похож на китайский?

▶️ Смотрите в сюжете."
3338,40509,2025-03-04,"🇮🇷 Исследователь Иранского университета науки и техники Мехри Сохраби создала инновационную биоактивную инъекционную пасту с кверцетином, которая значительно ускоряет процесс регенерации костной ткани.

По словам Сохраби, кости обладают естественной способностью к заживлению, однако серьезные травмы могут нарушить этот процесс. Новая инъекционная паста устраняет недостатки традиционных материалов для костной пластики, снижая риск послеоперационных осложнений."
3339,40508,2025-03-04,"🇧🇷🌎 Мексике, Уругваю и Колумбии направили приглашения принять участие в саммите БРИКС, который пройдет в Рио-де-Жанейро в июле. Об этом журналистам сообщил президент Бразилии Луис Инасиу Лула да Силва.

«Я считаю, что даже если эти страны не являются членами БРИКС, их участие [в саммите объединения] важно, потому что сейчас необходимо вести широкую дискуссию на глобальном уровне», – подчеркнул бразильский лидер.

Лула да Силва добавил, что БРИКС играет значимую роль в международных делах, представляя почти половину мирового ВВП и населения планеты. Он также обратил внимание на влияние Китая и Индии в группе, отметив ключевую роль этих государств в глобальной экономике."
3340,40507,2025-03-03,"🌎  #BRICSобзор 

Власти Индонезии назвали развитие гастрономического туризма ключевым приоритетом для роста турпотока

В рубрике BRICSобзор ведущие международной сети делятся актуальными новостями государств объединения, в составе которого почти половина населения планеты, а также стран-партнеров.

Из этого выпуска вы узнаете:

🌎 о росте товарооборота сельхозпродукцией между Россией и Индией;
🇧🇷 призыве Бразилии к международному регулированию ИИ; 
🇪🇬 финансировании правительством Египта закупки медоборудования;
🇦🇪 развитии экологичного транспорта в ОАЭ; 
🇮🇩 гастрономическом туризме в Индонезии."
3341,40506,2025-03-03,"🇷🇺🇲🇲 Самолет премьер-министра Мьянмы приземлился в московском аэропорту «Внуково-2» в понедельник, 3 марта.

Как сообщила  пресс-служба Кремля, 4 марта Мин Аун Хлайн и президент России Владимир Путин проведут переговоры, в ходе которых обсудят перспективы развития взаимовыгодного российско-мьянманского сотрудничества и актуальные международные вопросы.

По итогам встречи планируется принять совместное заявление и подписать ряд межправительственных и межведомственных документов. Кроме того, 5 марта в Москве пройдет Российско-Мьянманский деловой форум с участием представителей власти и бизнеса."
3342,40505,2025-03-03,"🇷🇺🌎 Международный молодежный форум «Россия – Африка: ядерное образование как потенциал для успешного развития региона» в Российском университете дружбы народов (РУДН) имени Патриса Лумумбы объединил 300 экспертов из 30 стран.

🗣 Эксперты обсудили обеспечение радиационной безопасности при добыче полезных ископаемых, применение искусственного интеллекта в ядерной медицине, экобиотехнологии, горно-геологические информационные системы.

На профильной секции «Геология и горное дело» специалисты представили доклады о влиянии структурных особенностей на устойчивость карьеров, создании геоинформационных моделей техногенной залежи, о геометаллургии, оптимизации рудопотоков и устойчивых методах добычи с учетом экологических аспектов.

Кроме того, главный редактор TV BRICS и автор серии документальных фильмов о горнодобывающей отрасли России Ксения Комиссарова представила участникам сессии новый проект «Уральская аномалия». Он рассказывает о методах добычи золота и о профессии геолога."
3343,40504,2025-03-03,"🇨🇳 КИТАЙСКАЯ КУХНЯ: ТОФУ С МОРЕПРОДУКТАМИ 🥢🦐

Известный танцовщик и хореограф Ильшат Шабаев отправляется в кулинарное приключение! Вместе с ведущей Евгенией Синицкой и шеф-поваром Чжаном Сяньчэном он освоит секреты китайской кухни.

А еще из выпуска вы узнаете: какой продукт помогает Ильшату сохранять энергию и какие кулинарные впечатления оставила у него поездка в Китай. 

Смотрите на сайте TV BRICS: https://tvbrics.com/tv-shows/kitayskaya-kukhnya/top/"
3344,40503,2025-03-03,
3345,40501,2025-03-03,"🇮🇳 Индия стала одним из ведущих производителей автомобилей и электроники. Об этом заявил премьер-министр страны Нарендра Моди.

Глава индийского правительства отметил, что за последние 10 лет республика добилась значительного прогресса в развитии инфраструктуры, завершив строительство современных автомагистралей. Реализация таких инициатив, по его словам, поспособствовала сокращению времени в пути и снижению затрат, что положительно сказалось на автомобильной отрасли и логистике.

Моди также отметил рост спроса на автомобили индийского производства.

Подробнее в нашем материале"
3346,40500,2025-03-03,"🇷🇺🌎 Мост между культурами: как иностранные студенты исполняют русские народные песни

В репертуаре международного творческого коллектива РУДН южнорусские, казачьи и сибирские песни. В своих выступлениях участники ансамбля сочетают музыку разных народов с русским фольклором. Такой подход помогает им понимать многогранную культуру России.

Какие произведения исполняет коллектив?

▶️ Смотрите в нашем сюжете."
3347,40499,2025-03-03,"🇮🇳 Остров Манро – живописный архипелаг из восьми небольших островов в месте слияния реки Каллада и озера Аштамуди (округ Коллам, штат Керала, Южная Индия). Это тихий уголок с удивительной природной красотой и аутентичной атмосферой, привлекающий туристов со всего мира.

Что здесь обязательно стоит увидеть?

📍 Круиз на каноэ – двухчасовая прогулка по узким каналам среди пальм и кокосовых деревьев. Лучшее время для поездки – на рассвете или закате, когда температура воздуха комфортна, а небо переливается невероятными оттенками.

📍 Велопрогулка по острову: маршрут пролегает через уютные деревни, где можно познакомиться с традициями местных жителей и почувствовать уникальный колорит этого места.

📍 Знакомство с ремесленниками: мастера острова занимаются изготовлением традиционной циновки. Здесь можно понаблюдать за их работой, узнать секреты древнего ремесла и пообщаться с гостеприимными жителями.

📍 Закат на мосту Перумон: с этого места открывается захватывающий вид на водную гладь, озаренную золотыми и оранжевыми лучами заходящего солнца.

Когда лучше ехать? Идеальное время для посещения — с октября по март. В этот период здесь комфортная погода, а дожди бывают крайне редко.

▶️ Видео: Посольство Индии в Москве"
3348,40498,2025-03-03,"🇧🇷 Президент Бразилии Луис Инасиу Лула да Силва объявил тендер на строительство первого в стране подводного тоннеля, который соединит города Сантус и Гуаружа в штате Сан-Паулу. Инициатива реализуется по программе государственно-частного партнерства и входит в национальную Программу ускоренного развития.

Новый тоннель сократит время в пути между городами на 50 минут и снизит нагрузку на автомагистраль. Кроме того, строительство позволит создать около 9 тысяч рабочих мест.

Подробнее в нашем материале"
3349,40497,2025-03-03,
3350,40495,2025-03-03,"🇨🇳 Власти Китая ввели в действие национальные технические стандарты по восстановлению мангровых лесов. Их разработал Институт океанологии Южно-Китайского моря Китайской академии наук.

Новые стандарты стали первым комплексным руководством в стране по восстановлению этих экосистем. Они будут способствовать реализации стратегии руководства Китая по увеличению площади мангровых лесов с 27,1 тысячи до 36 тысяч гектаров."
3351,40494,2025-03-02,"ДАЙДЖЕСТ ОСНОВНЫХ НОВОСТЕЙ СТРАН БРИКС ЗА ПРОШЕДШУЮ НЕДЕЛЮ

🇧🇷 Лула да Силва: Бразилия намерена работать над созданием безопасных платежных платформ БРИКС

🇮🇷🇷🇺 Главы МИД Ирана и России обсудили реализацию проекта транспортного коридора «Север – Юг»

🇳🇬🇿🇦🇪🇬 Нигерия, ЮАР и Египет стали лидерами среди стран Африки по инвестициям в технологии

🇪🇹 В Эфиопии ввели электронный паспорт с биометрией

🇿🇦 Президент ЮАР призвал G20 внедрить финансовые механизмы для предотвращения стихийных бедствий

🇮🇩🇦🇪 Президенты Индонезии и ОАЭ обменялись мнениями по региональной и глобальной повестке

🇮🇳 В Индии в 2025 году планируют произвести первый отечественный чип

🇨🇳 Китай обозначил направления сотрудничества в ШОС в период своего председательства"
3352,40493,2025-03-02,"🇿🇼📚 В 2025 году в Зимбабве построят не менее 120 новых учебных учреждений, включая 30 новых школ. Об этом заявил министр начального и среднего образования страны Торерай Мойо.

Помимо строительства, в планах – массовый набор учителей. В ближайшие месяцы на работу будут приняты 8 тысяч педагогов в два этапа, начиная с 3 тысяч в первом полугодии. Одним из приоритетных направлений, по словам Мойо, также является регистрация образовательных подразделений. В настоящее время уже зарегистрировано 500 таких учреждений."
3353,40491,2025-03-02,"#BRICSкино

📺 Документальный фильм «Достойны оваций: новые роли актеров из стран БРИКС+»

Проект посвящен стажировке, организованной для зарубежных артистов медиасетью и Фондом поддержки публичной дипломатии имени А. М. Горчакова на площадке Российского института театрального искусства ГИТИС.

Лента рассказывает о том, как актеры из стран БРИКС+ в течение месяца, с 26 августа по 22 сентября 2024 года, постигали азы русского сценического искусства, посещая лекции и мастер-классы педагогов ГИТИСа, являющегося одним из крупнейших театральных вузов мира.

СМОТРИТЕ СЕГОДНЯ В 21:00"
3354,40490,2025-03-02,"🇷🇺 «Дипломат говорит»: посол Эквадора принял участие в первом внешнеполитическом общественном форуме в Москве

Задать вопрос послу Эквадора на испанском языке. О таком будущий дипломат или политолог мог только мечтать, но на первом внешнеполитическом общественном форуме это стало возможным. Встреча состоялась на базе московского Университета мировых цивилизаций.

О чем рассказал посол Эквадора? Какова цель этого проекта?

▶️ Смотрите в нашем сюжете."
3355,40489,2025-03-02,"🇰🇿 В национальном парке «Алтын-Эмель» в Жетысуской области Казахстана зафиксировали снежного барса – одного из самых редких хищников планеты. Уникальные кадры были получены в ходе научных исследований.

Фотоловушки установили сотрудники отдела науки, информации и мониторинга на ключевых водопойных участках. На снимках отчетливо виден снежный барс (Panthera uncia), который занесен в Красную книгу Казахстана."
